N_of_Goal,Date,Home_team,Away_team,Minute,What,How,Jersey,Competition_abb,Competition_name,Goals_H,Goals_A,Result,Leo_age,Leo_team,Scored_team,Home_or_Away,Leo_result,Partial_Score_H,Partial_Score_A,Minute_adjusted,Goal_time_period
78,2009-02-11,France,Argentina,83,Solo run,Left foot,18,FRN,International friendly,0,2,Away,21,Argentina,France,Away,Won,0,2,83,Second half
77,2009-02-01,Racing Santander,FC Barcelona,81,,Right foot,10,PRM,La Liga,1,2,Away,21,FC Barcelona,Racing Santander,Away,Won,1,2,81,Second half
76,2009-02-01,Racing Santander,FC Barcelona,65,Rebound,Right foot,10,PRM,La Liga,1,2,Away,21,FC Barcelona,Racing Santander,Away,Won,1,1,65,Second half
75,2009-01-24,FC Barcelona,Numancia,76,Rebound,Right foot,10,PRM,La Liga,4,1,Home,21,FC Barcelona,Numancia,Home,Won,4,1,76,Second half
74,2009-01-24,FC Barcelona,Numancia,49,,Left foot,10,PRM,La Liga,4,1,Home,21,FC Barcelona,Numancia,Home,Won,1,0,49,Second half
73,2009-01-17,FC Barcelona,Deportivo La Coruña,21,,Left foot,10,PRM,La Liga,5,0,Home,21,FC Barcelona,Deportivo La Coruña,Home,Won,1,0,21,First half
72,2009-01-11,Osasuna,FC Barcelona,85,,Left foot,10,PRM,La Liga,2,3,Away,21,FC Barcelona,Osasuna,Away,Won,2,3,85,Second half
71,2009-01-06,Atlético Madrid,FC Barcelona,80,,Right foot,10,CUP,Copa del Rey,1,3,Away,21,FC Barcelona,Atlético Madrid,Away,Won,1,3,80,Second half
70,2009-01-06,Atlético Madrid,FC Barcelona,57,Penalty,Left foot,10,CUP,Copa del Rey,1,3,Away,21,FC Barcelona,Atlético Madrid,Away,Won,0,2,57,Second half
69,2009-01-06,Atlético Madrid,FC Barcelona,13,,Left foot,10,CUP,Copa del Rey,1,3,Away,21,FC Barcelona,Atlético Madrid,Away,Won,0,1,13,First half
68,2008-12-13,FC Barcelona,Real Madrid,90+1,,Left foot,10,PRM,La Liga,2,0,Home,21,FC Barcelona,Real Madrid,Home,Won,2,0,91,Additional time
67,2008-11-29,Sevilla,FC Barcelona,90+2,,Left foot,10,PRM,La Liga,0,3,Away,21,FC Barcelona,Sevilla,Away,Won,0,3,92,Additional time
66,2008-11-29,Sevilla,FC Barcelona,78,,Left foot,10,PRM,La Liga,0,3,Away,21,FC Barcelona,Sevilla,Away,Won,0,2,78,Second half
65,2008-11-26,Sporting Lisbon,FC Barcelona,49,,Left foot,10,EUR,UEFA Champions League,2,5,Away,21,FC Barcelona,Sporting Lisbon,Away,Won,0,3,49,Second half
64,2008-11-16,Recreativo Huelva,FC Barcelona,52,,Left foot,10,PRM,La Liga,0,2,Away,21,FC Barcelona,Recreativo Huelva,Away,Won,0,1,52,Second half
63,2008-11-12,FC Barcelona,Benidorm,87,Rebound,Left foot,10,CUP,Copa del Rey,1,0,Home,21,FC Barcelona,Benidorm,Home,Won,1,0,87,Second half
62,2008-11-04,FC Barcelona,FC Basel,62,,Left foot,10,EUR,UEFA Champions League,1,1,Draw,21,FC Barcelona,FC Basel,Home,Tied,1,0,62,Second half
61,2008-11-01,Málaga,FC Barcelona,19,,Left foot,10,PRM,La Liga,1,4,Away,21,FC Barcelona,Málaga,Away,Won,1,2,19,First half
60,2008-10-22,FC Basel,FC Barcelona,4,,Left foot,10,EUR,UEFA Champions League,0,5,Away,21,FC Barcelona,FC Basel,Away,Won,0,1,4,First half
59,2008-10-11,Argentina,Uruguay,6,,Head,18,WCQ,World Cup 2010 Qualification,2,1,Home,21,Argentina,Uruguay,Home,Won,1,0,6,First half
58,2008-10-04,FC Barcelona,Atlético Madrid,9,Free kick,Left foot,10,PRM,La Liga,6,1,Home,21,FC Barcelona,Atlético Madrid,Home,Won,3,0,9,First half
57,2008-10-01,Shakhtar Donetsk,FC Barcelona,90+4,,Left foot,10,EUR,UEFA Champions League,1,2,Away,21,FC Barcelona,Shakhtar Donetsk,Away,Won,1,2,94,Additional time
56,2008-10-01,Shakhtar Donetsk,FC Barcelona,87,Rebound,Right foot,10,EUR,UEFA Champions League,1,2,Away,21,FC Barcelona,Shakhtar Donetsk,Away,Won,1,1,87,Second half
55,2008-09-27,Espanyol,FC Barcelona,90+7,Penalty,Left foot,10,PRM,La Liga,1,2,Away,21,FC Barcelona,Espanyol,Away,Won,1,2,97,Additional time
54,2008-09-21,Sporting Gijón,FC Barcelona,89,Field goal,Head,10,PRM,La Liga,1,6,Away,21,FC Barcelona,Sporting Gijón,Away,Won,1,6,89,Second half
53,2008-09-21,Sporting Gijón,FC Barcelona,85,Field goal,Left foot,10,PRM,La Liga,1,6,Away,21,FC Barcelona,Sporting Gijón,Away,Won,1,5,85,Second half
52,2008-09-13,FC Barcelona,Racing Santander,71,Penalty,Left foot,10,PRM,La Liga,1,1,Draw,21,FC Barcelona,Racing Santander,Home,Tied,1,0,71,Second half
51,2008-06-05,Mexico,Argentina,18,Field goal,Left foot,18,FRN,International friendly,1,4,Away,20,Argentina,Mexico,Away,Won,0,2,18,First half
50,2008-05-04,FC Barcelona,Valencia,6,Penalty,Left foot,19,PRM,La Liga,6,0,Home,20,FC Barcelona,Valencia,Home,Won,1,0,6,First half
49,2008-02-24,FC Barcelona,Levante,44,,Left foot,19,PRM,La Liga,5,1,Home,20,FC Barcelona,Levante,Home,Won,2,1,44,First half
48,2008-02-20,Celtic,FC Barcelona,79,,Left foot,19,EUR,UEFA Champions League,2,3,Away,20,FC Barcelona,Celtic,Away,Won,2,3,79,Second half
47,2008-02-20,Celtic,FC Barcelona,18,,Left foot,19,EUR,UEFA Champions League,2,3,Away,20,FC Barcelona,Celtic,Away,Won,1,1,18,First half
46,2007-11-27,Olympique Lyonnais,FC Barcelona,58,Penalty,Left foot,19,EUR,UEFA Champions League,2,2,Draw,20,FC Barcelona,Olympique Lyonnais,Away,Tied,1,2,58,Second half
45,2007-11-24,FC Barcelona,Recreativo Huelva,82,Penalty,Left foot,19,PRM,La Liga,3,0,Home,20,FC Barcelona,Recreativo Huelva,Home,Won,3,0,82,Second half
44,2007-11-21,Colombia,Argentina,36,Solo run,Left foot,18,WCQ,World Cup 2010 Qualification,2,1,Home,20,Argentina,Colombia,Away,Lost,0,1,36,First half
43,2007-11-07,FC Barcelona,Glasgow Rangers,43,Rebound,Left foot,19,EUR,UEFA Champions League,2,0,Home,20,FC Barcelona,Glasgow Rangers,Home,Won,2,0,43,First half
42,2007-10-28,FC Barcelona,UD Almería,81,Penalty,Left foot,19,PRM,La Liga,2,0,Home,20,FC Barcelona,UD Almería,Home,Won,2,0,81,Second half
41,2007-10-17,Venezuela,Argentina,43,Field goal,Left foot,18,WCQ,World Cup 2010 Qualification,0,2,Away,20,Argentina,Venezuela,Away,Won,0,2,43,First half
40,2007-10-07,FC Barcelona,Atlético Madrid,19,,Left foot,19,PRM,La Liga,3,0,Home,20,FC Barcelona,Atlético Madrid,Home,Won,2,0,19,First half
39,2007-10-02,VfB Stuttgart,FC Barcelona,67,,Right foot,19,EUR,UEFA Champions League,0,2,Away,20,FC Barcelona,VfB Stuttgart,Away,Won,0,2,67,Second half
38,2007-09-29,Levante,FC Barcelona,51,,Left foot,19,PRM,La Liga,1,4,Away,20,FC Barcelona,Levante,Away,Won,0,4,51,Second half
37,2007-09-26,FC Barcelona,Real Zaragoza,11,,Left foot,19,PRM,La Liga,4,1,Home,20,FC Barcelona,Real Zaragoza,Home,Won,2,1,11,First half
36,2007-09-26,FC Barcelona,Real Zaragoza,5,,Left foot,19,PRM,La Liga,4,1,Home,20,FC Barcelona,Real Zaragoza,Home,Won,1,0,5,First half
35,2007-09-22,FC Barcelona,Sevilla,80,Penalty,Left foot,19,PRM,La Liga,2,1,Home,20,FC Barcelona,Sevilla,Home,Won,2,0,80,Second half
34,2007-09-22,FC Barcelona,Sevilla,74,,Left foot,19,PRM,La Liga,2,1,Home,20,FC Barcelona,Sevilla,Home,Won,1,0,74,Second half
33,2007-09-19,FC Barcelona,Olympique Lyonnais,83,,Left foot,19,EUR,UEFA Champions League,3,0,Home,20,FC Barcelona,Olympique Lyonnais,Home,Won,2,0,83,Second half
32,2007-07-12,Mexico,Argentina,61,,Left foot,18,CPA,Copa América 2007,0,3,Away,20,Argentina,Mexico,Away,Won,0,2,61,Second half
31,2007-07-09,Argentina,Peru,61,,Left foot,18,CPA,Copa América 2007,4,0,Home,20,Argentina,Peru,Home,Won,2,0,61,Second half
30,2007-06-17,Gimnàstic,FC Barcelona,51,,Left foot,19,PRM,La Liga,1,5,Away,19,FC Barcelona,Gimnàstic,Away,Won,0,4,51,Second half
29,2007-06-17,Gimnàstic,FC Barcelona,35,,Left foot,19,PRM,La Liga,1,5,Away,19,FC Barcelona,Gimnàstic,Away,Won,0,2,35,First half
28,2007-06-09,FC Barcelona,Espanyol,57,,Right foot,19,PRM,La Liga,2,2,Draw,19,FC Barcelona,Espanyol,Home,Tied,2,1,57,Second half
27,2007-06-09,FC Barcelona,Espanyol,43,,Hand,19,PRM,La Liga,2,2,Draw,19,FC Barcelona,Espanyol,Home,Tied,1,1,43,First half
26,2007-06-05,Argentina,Algeria,73,,Left foot,18,FRN,International friendly,4,3,Home,19,Argentina,Algeria,Home,Won,4,2,73,Second half
25,2007-06-05,Argentina,Algeria,54,Penalty,Left foot,18,FRN,International friendly,4,3,Home,19,Argentina,Algeria,Home,Won,2,2,54,Second half
24,2007-05-20,Atlético Madrid,FC Barcelona,80,,Left foot,19,PRM,La Liga,0,6,Away,19,FC Barcelona,Atlético Madrid,Away,Won,0,5,80,Second half
23,2007-05-20,Atlético Madrid,FC Barcelona,39,,Left foot,19,PRM,La Liga,0,6,Away,19,FC Barcelona,Atlético Madrid,Away,Won,0,1,39,First half
22,2007-04-18,FC Barcelona,Getafe,45,,Left foot,19,CUP,Copa del Rey,5,2,Home,19,FC Barcelona,Getafe,Home,Won,3,0,45,First half
21,2007-04-18,FC Barcelona,Getafe,29,Solo run,Right foot,19,CUP,Copa del Rey,5,2,Home,19,FC Barcelona,Getafe,Home,Won,2,0,29,First half
20,2007-03-31,FC Barcelona,Deportivo La Coruña,45,,Left foot,19,PRM,La Liga,2,1,Home,19,FC Barcelona,Deportivo La Coruña,Home,Won,1,0,45,First half
19,2007-03-17,Recreativo Huelva,FC Barcelona,86,,Left foot,19,PRM,La Liga,0,4,Away,19,FC Barcelona,Recreativo Huelva,Away,Won,0,4,86,Second half
18,2007-03-10,FC Barcelona,Real Madrid,90,,Left foot,19,PRM,La Liga,3,3,Draw,19,FC Barcelona,Real Madrid,Home,Tied,3,3,90,Second half
17,2007-03-10,FC Barcelona,Real Madrid,28,Rebound,Left foot,19,PRM,La Liga,3,3,Draw,19,FC Barcelona,Real Madrid,Home,Tied,2,2,28,First half
16,2007-03-10,FC Barcelona,Real Madrid,11,,Left foot,19,PRM,La Liga,3,3,Draw,19,FC Barcelona,Real Madrid,Home,Tied,1,1,11,First half
15,2006-10-15,FC Barcelona,Sevilla,81,,Right foot,19,PRM,La Liga,3,1,Home,19,FC Barcelona,Sevilla,Home,Won,3,1,81,Second half
14,2006-09-27,Werder Bremen,FC Barcelona,89,,Left foot,19,EUR,UEFA Champions League,1,1,Draw,19,FC Barcelona,Werder Bremen,Away,Tied,1,1,89,Second half
13,2006-09-09,FC Barcelona,Osasuna,37,,Left foot,19,PRM,La Liga,3,0,Home,19,FC Barcelona,Osasuna,Home,Won,3,0,37,First half
12,2006-08-28,Celta de Vigo,FC Barcelona,60,,Left foot,19,PRM,La Liga,2,3,Away,19,FC Barcelona,Celta de Vigo,Away,Won,1,2,60,Second half
11,2006-06-16,Argentina,Serbia and Montenegro,88,,Right foot,19,WCP,World Cup 2006,6,0,Home,18,Argentina,Serbia and Montenegro,Home,Won,6,0,88,Second half
10,2006-03-01,Croatia,Argentina,6,,Left foot,19,FRN,International friendly,3,2,Home,18,Argentina,Croatia,Away,Lost,1,2,6,First half
9,2006-02-18,FC Barcelona,Real Betis,85,Rebound,Left foot,19,PRM,La Liga,5,1,Home,18,FC Barcelona,Real Betis,Home,Won,5,1,85,Second half
8,2006-02-01,FC Barcelona,Real Zaragoza,42,Field goal,Head,30,CUP,Copa del Rey,2,1,Home,18,FC Barcelona,Real Zaragoza,Home,Won,1,0,42,First half
7,2006-01-29,Real Mallorca,FC Barcelona,81,Field goal,Left foot,30,PRM,La Liga,0,3,Away,18,FC Barcelona,Real Mallorca,Away,Won,0,3,81,Second half
6,2006-01-29,Real Mallorca,FC Barcelona,75,Field goal,Right foot,30,PRM,La Liga,0,3,Away,18,FC Barcelona,Real Mallorca,Away,Won,0,2,75,Second half
5,2006-01-22,FC Barcelona,Alavés,81,Rebound,Left foot,30,PRM,La Liga,2,0,Home,18,FC Barcelona,Alavés,Home,Won,2,0,81,Second half
4,2006-01-15,FC Barcelona,Athletic de Bilbao,51,Rebound,Left foot,30,PRM,La Liga,2,1,Home,18,FC Barcelona,Athletic de Bilbao,Home,Won,2,1,51,Second half
3,2005-11-27,FC Barcelona,Racing Santander,52,Field goal,Left foot,30,PRM,La Liga,4,1,Home,18,FC Barcelona,Racing Santander,Home,Won,2,0,52,Second half
2,2005-11-02,FC Barcelona,Panathinaikos,34,Field goal,Left foot,30,EUR,UEFA Champions League,5,0,Home,18,FC Barcelona,Panathinaikos,Home,Won,3,0,34,First half
1,2005-05-01,FC Barcelona,Albacete,90,,Left foot,30,PRM,La Liga,2,0,Home,17,FC Barcelona,Albacete,Home,Won,2,0,90,Second half
